,user,description,followers,location,text
4894,mathur__ayesha,Working in Bangalore,17,"Jodhpur, India","SHARE THIS POST AS MUCH AS POSSIBLE.
Prime Minister
@PMOIndia @narendramodi @narendramodi_in @narendramodi  #aiims… https://t.co/ZQabizi6cX"
4895,IndiaToday,"Brings you news breaks: Exclusive political, entertainment, sports insight, unbiased-nonaligned. We are also on Instagram : https://t.co/qf1v42FMpb",5568393,India,"Even kids in Bengal now know about Mamata didi's 'Khela'... On May 2, #WestBengal will show the door to Didi: PM… https://t.co/dUs0uz1X6M"
4896,samirandel,"Journalist |Aviation, Railways|Education. RTs not endorsement.",310,India,"BJP’s CM candidate will be from this soil (East Midnapore), says #NarendraModi at Kanthi rally, apparently alluding… https://t.co/L5dYJyuyAy"
4897,NooriBadat,Live & Love Kashmir,14389,,Prime Minister #NarendraModi has written a letter to his #Pakistani counterpart #ImranKhan extending greetings to p… https://t.co/gJBiTm9K3D
4898,FinancialXpress,"A complete up-to-date source for biz news, #finance news, #stockmarket news,  economy news online. 
हिंदी में @fehindi | https://t.co/yeMh2f2ymw",718862,"New Delhi, India","#India is at the forefront of initiatives that seek to prevent non-communicable diseases and further wellness, Prim… https://t.co/E7wAz5yVWZ"
4899,SandipGhose,Political commentator. Op-ed columnist. Writer. Eclectic interests. Contrarian. RIGHT not correct. TOSB speaker. Views Personal. RTs not endorsement.,22561,India-at-large,"Never heard @narendramodi use so much of local language in his speeches. Now, an angry #NarendraModi takes on the ""… https://t.co/eOjH84CPXW"
4900,RajivTwr,"Business Excellence Consultant, Author of Book - 'Visual Management Lean Way'
and 'Six Sigma - Be a Black Belt'",642,Greater Noida,"Today @narendramodi ji On fire in Kanthi, Bengal
Who all heard the speech.
#ModirSatheiAsolPoriborton… https://t.co/y5vRZM7nvI"
4901,NEWS9TWEETS,"NEWS9 brings you fastest news and updates on Politics, Finance, Cinema & Sports and also latest trends on Lifestyle, Tech and Wellness.",26672,BENGALURU,"Even the children of #WestBengal have understood your #khela. On May 2, West Bengal will show the exit to #Didi: PM… https://t.co/XAngNSVtAi"
4902,Exposed__2,,8,"Lagos, Nigeria & Kolkata","What happened to PM Today 😂😂
itna josh me
@narendramodi 
#BanglarUnnotiteBJPChai 
#NarendraModi"
4903,FmccNews,"FMCC News a venture of FlipOn Media. From changing weather to the latest political developments to update on local news, we cover it all in detail.",1,"New Delhi, India","Taking a jibe at chief minister Mamata Banerjee, PM Modi said, ""Everyone has understood what Didi is doing. She jus… https://t.co/yFBw1E58ys"
4904,firstpost,"Incisive opinions, in-depth analysis and views that matter. Read the last word in news on https://t.co/yXH6L1LeiM.",2092233,"Mumbai, India","#WestBengalElections2021 | Taking a dig at #TMC supremo, #NarendraModi said, 'Didi, even the children of Bengal hav… https://t.co/4vHyUyc3jA"
4905,NEWS9TWEETS,"NEWS9 brings you fastest news and updates on Politics, Finance, Cinema & Sports and also latest trends on Lifestyle, Tech and Wellness.",26672,BENGALURU,Our mothers and sisters have come forward in huge numbers to punish #TMC in this election: PM #NarendraModi in… https://t.co/RXP5izfjF4
4906,anmolpratap13,Mad at everything i see😋,1,,Govt. is bssy in Bengal election for them corona is myth . So ur safety is in your hands only. Take precautions to… https://t.co/3Oz8i7EhAX
4907,NEWS9TWEETS,"NEWS9 brings you fastest news and updates on Politics, Finance, Cinema & Sports and also latest trends on Lifestyle, Tech and Wellness.",26672,BENGALURU,"2 May, Didi jacche, ashol poriborton asche (On 2nd May, Didi will go, real development will come): PM #NarendraModi… https://t.co/WtKrlenKlz"
4908,ZeeNewsEnglish,"https://t.co/lEQgCckyM5 brings latest news with 360 degree coverage across all genres!

Follow us on Instagram: https://t.co/CZ1MfoF4fc",5390712,India,"#WATCH: ""2 May, Didi jacche, ashol poriborton asche"", can be heard across Bengal,"" says PM #NarendraModi in Contai.… https://t.co/FfMJqYPGdy"
4909,In_Blogger,"Blogs, News bites, Facts, History, Songs, Social causes, #IPL2021",1299,,"Outrage at seven-year-old killed in Myanmar crackdown

At least 20 children reported killed since the junta took ch… https://t.co/2wfzrnST8o"
4910,NewsMobileIndia,NewsMobile is a fact checked mobile news and content platform and busts fake news. We are a signatory to IFCN code of principles  founded by @isaurabhshukla,16581,India,"#WATCH | ""2 May, Didi jacche, ashol poriborton asche"", can be heard across Bengal,"" says PM #NarendraModi in… https://t.co/1rDW7x1hYk"
4911,In_Blogger,"Blogs, News bites, Facts, History, Songs, Social causes, #IPL2021",1299,,"Diplomatic Tightrope: India Sides with US Against China, Tries to Keep Russian Goodwill

https://t.co/LwtuevaL5j… https://t.co/3UOUr0nRKP"
4912,In_Blogger,"Blogs, News bites, Facts, History, Songs, Social causes, #IPL2021",1299,,"World's Newest Oil Producer #Guyana Sends First Cargo Of Crude To #India 

https://t.co/mvK42brKaZ #NarendraModi #ModiSarkar #AchcheDin"
4913,SanataniBong,"Lonely heart set out on it's journey. Hope💜
Proud Hindu🧡",169,,"I want to listen to the retaliation to ""didi oooo didi""🤪🤪🤪🤪🤪🤪🤪🤪 "" didi ooo didi"" has a different craze....… https://t.co/N328A151r8"
4914,wikiifeed,wikiifeed is an entertainment and media website Founded by @harendra_kukna,1,"Jaipur, India","Indian freedom decline from free to partly free during 2014 to 2021
Source : ET times &amp; Freedom House report… https://t.co/ilP8B2FbbW"
4915,guwahatiplus,"An English weekly tabloid for an evolved and informed Guwahati. Follow us and stay updated about the gateway to Northeast India.
RT's are not endorsements",32746,Guwahati,"#UPDATE | PM Narendra Modi to address a public meeting today in Bihpuria, #Assam.

#AssamAssemblyElections2021… https://t.co/rFBNnS7kYr"
4916,ArpitSinghPar12,बेरोजगार,13,,"#Petrol #NarendraModi 307% not out.

Threat to #brianlara.
#BCCI #ICC"
4917,ramniranjan187,"Honoured to be followed by NaMo 
Bharat Mata ki Jai
राष्ट्र भक्त Fan account 
Retweet not Endorsement",3785," ""India The Bharat"" ","@SuvenduWB #Nandigram #Tamluk 

*LIVE : PM Shri #NarendraModi addresses public meeting in #Kanthi, #WestBengal.… https://t.co/EDPcA0AAns"
4918,AakeruNews,"We want to tell the most unheard stories, dig deeper into the daily current affairs, and connect people around the world.",113,,"#NewDelhi, Mar 23 (PTI) #PrimeMinister #NarendraModi on Tuesday said there has been significant #progress in #Assam… https://t.co/f8o0w2g6RS"
4919,tanishasharma03,"🙏भारत माता की जय 🙏
#proudtobeindian",165,"Punjab, India",@narendramodi @narendramodi best PM ever #NarendraModi
4920,amarshonar4,"West Bengal is a state in eastern India, between the Himalayas and the Bay of Bengal. Its capital, Kolkata (formerly Calcutta),",21,,#PM #NarendraModi has been campaigning extensively in the poll - bound state for the #BJP in the #Elections2021 wit… https://t.co/Hz5O360YXo
4921,TruthLo67675926,,2,,"@therecount One thing , in India a political leader can't even keep patience to hear a long time question from a jo… https://t.co/Tq7RLRKXlP"
4922,gillubaba,"Loving husband, Father, Shopify Expert, Tech consultant & Blogger writing for https://t.co/BzeGRhKkyl and others
Retweets do not mean an endorsement.",1003,Gurgaon,📹 Thanks to all who make my day #happiness #happybirthday #enjoythemoment #lifestyleblogger #lifestyle… https://t.co/w0KlZRsDL9
4923,gillubaba,"Loving husband, Father, Shopify Expert, Tech consultant & Blogger writing for https://t.co/BzeGRhKkyl and others
Retweets do not mean an endorsement.",1003,Gurgaon,"Thanks to all who make my day

#happiness #happybirthday #enjoythemoment #lifestyleblogger #lifestyle #narendramodi… https://t.co/0vLvgP2BUJ"
4924,news10channel,media,181,"Hyderabad, Pakistan","for more details.....
https://t.co/bdDU1eDDLm
#PMImranKhan  #NarendraModi https://t.co/moVIlufdsx"
4925,zorinstv,ZORINS MEDIA GROUP is recently launched with its vision to deliver Qualitative Information and Entertainment for all age groups. Zorins Media group is Broadcast,361,"worldwide, India, UAE, KSA","‘India desires cordial relations’: Modi in letter to Pakistan PM
#india #Pakistan #NarendraModi #ImranKhan… https://t.co/7n5ictzvNc"
4926,VidrohiANAND,"Vidrohi ANAND वेब न्यूज़ चैनल है, जो देश विदेश की हर  खबरों को आप सभी दर्शको तक पहुँचाता है | https://t.co/BzJEkIZw1A",369,LUCKNOW,"PM Narendra Modi addresses public meeting in Kanthi, West Bengal

https://t.co/Uf3mWVO7eL

#VidrohiANAND​… https://t.co/4v9O2y4l1h"
4927,naveed_a_khan19,"Business Development Expert, Technology and Financial Consultant, Interest in Economics, Politics, Sports and an eternal optimist",309,"Silicon Valley, California",@RahulGandhi Only INC can save India from splitting into many countries. Narendra Modi/RSS has sowed the seeds for… https://t.co/pYR0uxzK1M
4928,ImranZahirShah,"No power on earth can bring Imran Khan down #ImranKhan has been honored by Allah , People can't humiliate him. Pak Army Zindabad #PakistanPaindabad",336,,"#IndiaPakistanUpdate
MODI WRITES 'CORDIAL LETTER' TO IMRAN KHAN
As the #Biden administration puts the subcontinenta… https://t.co/sOHDO8BhBV"
4929,RavinderKapur2,"Trader on the NSE
 Strong supporter of secular and democratic INC. Strongly influenced by  PM Indira Gandhi , Sonia Gandhi and my future PM Rahul Gandhi .",7118, India,"Under the fascist PM #NarendraModi  The President , 
Vice President and the Judiciary is an extension of the BJP - RSS ."
4930,naveed_a_khan19,"Business Development Expert, Technology and Financial Consultant, Interest in Economics, Politics, Sports and an eternal optimist",309,"Silicon Valley, California","@narendramodi People of Assam should reject communal, violent, intolerant BJP/RSS government. @BJP4India… https://t.co/h5NdzHVihq"
4931,advgoutom,Expectancy is mylife. I lookedthrough her belongings in thehope ofcomingacross some positivereaction.,1,"Raiganj, India","No Bridge No Votes
STRUGGLE FOR SERPUR KHALSHI GHAT BRIDGE ON KULIK RIVER
#PMOIndia #CMWESTBENGAL… https://t.co/KUWeAFztoj"
4932,advgoutom,Expectancy is mylife. I lookedthrough her belongings in thehope ofcomingacross some positivereaction.,1,"Raiganj, India","No Bridge No Votes
STRUGGLE FOR SERPUR KHALSHI GHAT BRIDGE ON KULIK RIVER
#PMOIndia #CMWESTBENGAL… https://t.co/UVLSiU6v1q"
4933,advgoutom,Expectancy is mylife. I lookedthrough her belongings in thehope ofcomingacross some positivereaction.,1,"Raiganj, India","No Bridge No Votes
STRUGGLE FOR SERPUR KHALSHI GHAT BRIDGE ON KULIK RIVER
#PMOIndia #CMWESTBENGAL  #MamataBanerjee… https://t.co/Z6VvKLWInX"
4934,A_k_sharma2626,#PrOudToBeIndiAn🔥 #Carry Bhai ❤️ #StandWithTurth #DowhatYouLike #RaiseYourVoice #DoHelpComesBack 🔥oNe BeSt BoOk iS  eQuAl To 💯 Fnd oNe Go0 Frnd= LiAbary🔥,27,India,I believe at one place in india  #COVIDー19 DOESN'T EXIST THAT IS POLITICIAN ELECTION RALLIES that is to in… https://t.co/00MSgJODTH
4935,LogicalIndians,"Handpicked, newsworthy stories which deserve the attention of a rational generation.
https://t.co/u8aJrTvzxw",90568,India,"Rohan Gupta, Chairman of the social media department of Congress, tweeted a seven-second-video of Prime Minister Na… https://t.co/ba98GgLqQi"
4936,firstpost,"Incisive opinions, in-depth analysis and views that matter. Read the last word in news on https://t.co/yXH6L1LeiM.",2092233,"Mumbai, India",#AssemblyElections2021 | #NarendraModi will address an election meeting in West Bengal's Kanthi on Wednesday. He is… https://t.co/r1mlZXj567
4937,desinewsbot,One breaking news every hour.,23,,PM Modi directs BJP MPs to ensure more vaccination #NarendraModi The Clock is Ticking #DesiNews… https://t.co/0UEd2rodMz
4938,mintusharma119,"🚩🚩#मोह माया सब खाक है,
अंत में सब कोई राख है।।
#तुं ही तुं #शिव तुं ही तुं है.....
कण-कण में तेरी बसती रुह है।।🚩🚩
Jai shiv Shankar",81,India,"Congress before. Congress after
#NarendraModi      #NarendraModi https://t.co/gH698sBY6n"
4939,mdarifk60922214,Central Research Institute for Dryland Agriculture,31,,"How long the soldiers scarifies their life ? Not even a single day paper deprived from #NaxalAttack 
 #NarendraModi… https://t.co/6twRmfxZMS"
4940,viratasim,"my opinion my views twitter has toxic people's which I don't care 
follow me for positivity ☺️
follow back mangta h",189,,"I gone follow 1k people drop your I'ds and give me follow back 
#AsimRiaz #RahulVaidya #SidharthShukla… https://t.co/k8X2qfuSX4"
4941,nd24_news,"Official handle of News Daily 24. Follow for latest news alerts, features and analysis",683,"Guwahati, Assam",President #RamNathKovind also sent a separate message on the occasion to his Pakistani counterpart Arif Alvi… https://t.co/LQVzvqCs9S
4942,bhaskarsen11,Bhaskar Sen Sharma,257,"Kolkata, India","#NarendraModi ji has told very pointedly to take safeguards for the good of all 
https://t.co/9kuWQ7YZEw… https://t.co/Ps7MZFbxh2"
4943,CandidGvrv,"ℓѳV૯ ʍ૯ ℓ¡k૯ yѳષ ∂ѳ.

#GvяV",115,in her ❤,"Date :
24/3/2021

Daily wishes :

Happy Birthday @narendramodi ji 🙏🏼 
Stay Healthy &amp; fit... &amp; Inspire with your leg… https://t.co/qPv5QDmBsF"
4944,RavinderKapur2,"Trader on the NSE
 Strong supporter of secular and democratic INC. Strongly influenced by  PM Indira Gandhi , Sonia Gandhi and my future PM Rahul Gandhi .",7118, India,"There is a very big difference between ruling the country and ruining it . Does #NarendraModi  really understand ?

                       😠"
4945,mtm_method,"ᴹᵒⁿᵉʸ ° ᴹⁱⁿᵈˢᵉᵗ ° ᴹᵒᵗⁱᵛᵃᵗⁱᵒⁿ
📚 ᴸᵉᵃʳⁿ ᵃᵇᵒᵘᵗ ˢᵗᵒᶜᵏ ᵐᵃʳᵏᵉᵗˢ 
💡 ᴮᵘˢⁱⁿᵉˢˢ ⁱᵈᵉᵃˢ ᵃⁿᵈ ⁱⁿˢⁱᵍʰᵗˢ 
💰 ᴵⁿᵛᵉˢᵗⁱⁿᵍ ᵃⁿᵈ ʷᵉᵃˡᵗʰ ᵐᵃⁿᵃᵍᵉᵐᵉⁿᵗ ᵗⁱᵖˢ
#MethodToMadness",57,,"23rd March 2020: #NarendraModi announced the #lockdowns to curb the spread of #Covid19 

24th March 2020, #Nifty50… https://t.co/crYkhxlb6p"
4946,Kunwarshivam_27,"हिंदुत्व🚩।।जय श्री राम।।🙏🏻 राजपूताना⚔️
Insta:kunwarshivam_27
fb:https://t.co/FB4WJcDLIs unfollow=unfollow",485,"Varanasi, India","#ModiEgo_KillingFarmers
A bunch of ""protestors"" can not bully the sovereign of an entire Republic!
From Kashmir toh… https://t.co/fsTVjXf6jd"
